Customer ID,Age,Gender,Category,Purchase Amount (USD),Previous Purchases,Frequency of Purchases,Subscription Status,Review Rating,Cluster,Segment
1919,35,Male,Clothing,33,33,Monthly,No,4.6,0,🛒 Frequent Shoppers
1920,34,Male,Accessories,56,20,Bi-Weekly,No,3.1,0,🛒 Frequent Shoppers
1921,51,Male,Clothing,84,40,Every 3 Months,No,2.8,0,🛒 Frequent Shoppers
1922,47,Male,Clothing,36,13,Annually,No,3.5,0,🛒 Frequent Shoppers
1923,18,Male,Accessories,63,9,Monthly,No,4.6,0,🛒 Frequent Shoppers
1924,64,Male,Footwear,36,7,Annually,No,4.3,0,🛒 Frequent Shoppers
1925,30,Male,Outerwear,63,42,Quarterly,No,4.8,0,🛒 Frequent Shoppers
1926,59,Male,Footwear,32,44,Fortnightly,No,2.9,0,🛒 Frequent Shoppers
1927,66,Male,Accessories,93,6,Annually,No,3.0,0,🛒 Frequent Shoppers
1928,40,Male,Clothing,29,8,Every 3 Months,No,2.9,0,🛒 Frequent Shoppers
1929,25,Male,Accessories,92,10,Weekly,No,3.7,0,🛒 Frequent Shoppers
1930,59,Male,Clothing,33,46,Quarterly,No,4.7,0,🛒 Frequent Shoppers
1931,66,Male,Clothing,52,26,Weekly,No,3.5,0,🛒 Frequent Shoppers
1932,54,Male,Accessories,42,6,Every 3 Months,No,2.7,0,🛒 Frequent Shoppers
1933,42,Male,Clothing,36,47,Every 3 Months,No,5.0,0,🛒 Frequent Shoppers
1934,48,Male,Footwear,67,28,Annually,No,4.1,0,🛒 Frequent Shoppers
1935,34,Male,Outerwear,43,23,Annually,No,2.7,0,🛒 Frequent Shoppers
1936,19,Male,Clothing,68,45,Fortnightly,No,4.8,0,🛒 Frequent Shoppers
1937,70,Male,Accessories,60,44,Every 3 Months,No,4.3,0,🛒 Frequent Shoppers
1938,43,Male,Clothing,53,11,Monthly,No,4.5,0,🛒 Frequent Shoppers
1939,46,Male,Clothing,23,39,Bi-Weekly,No,3.8,0,🛒 Frequent Shoppers
1940,66,Male,Accessories,57,20,Every 3 Months,No,3.7,0,🛒 Frequent Shoppers
1941,50,Male,Accessories,89,48,Fortnightly,No,3.9,0,🛒 Frequent Shoppers
1942,55,Male,Footwear,99,46,Quarterly,No,3.3,0,🛒 Frequent Shoppers
1943,63,Male,Clothing,28,22,Monthly,No,3.4,0,🛒 Frequent Shoppers
1944,32,Male,Clothing,53,45,Annually,No,3.8,0,🛒 Frequent Shoppers
1945,30,Male,Clothing,45,49,Every 3 Months,No,2.7,0,🛒 Frequent Shoppers
1946,35,Male,Clothing,38,9,Every 3 Months,No,2.9,0,🛒 Frequent Shoppers
1947,59,Male,Clothing,49,41,Quarterly,No,4.5,0,🛒 Frequent Shoppers
1948,59,Male,Clothing,32,2,Monthly,No,2.6,0,🛒 Frequent Shoppers
1949,54,Male,Clothing,37,39,Bi-Weekly,No,3.1,0,🛒 Frequent Shoppers
1950,63,Male,Clothing,80,12,Quarterly,No,4.7,0,🛒 Frequent Shoppers
1951,43,Male,Accessories,78,26,Every 3 Months,No,4.6,0,🛒 Frequent Shoppers
1952,33,Male,Accessories,53,32,Bi-Weekly,No,2.7,0,🛒 Frequent Shoppers
1953,57,Male,Footwear,82,50,Bi-Weekly,No,4.6,0,🛒 Frequent Shoppers
1954,25,Male,Clothing,33,3,Fortnightly,No,4.8,0,🛒 Frequent Shoppers
1955,26,Male,Accessories,77,3,Quarterly,No,4.2,0,🛒 Frequent Shoppers
1956,50,Male,Clothing,56,37,Monthly,No,4.9,0,🛒 Frequent Shoppers
1957,70,Male,Clothing,37,20,Fortnightly,No,4.9,0,🛒 Frequent Shoppers
1958,68,Male,Accessories,54,26,Bi-Weekly,No,4.5,0,🛒 Frequent Shoppers
1959,39,Male,Clothing,67,47,Quarterly,No,2.7,0,🛒 Frequent Shoppers
1960,46,Male,Footwear,90,7,Every 3 Months,No,3.1,0,🛒 Frequent Shoppers
1961,57,Male,Clothing,72,40,Annually,No,3.3,0,🛒 Frequent Shoppers
1962,47,Male,Footwear,59,45,Quarterly,No,2.6,0,🛒 Frequent Shoppers
1963,40,Male,Accessories,45,20,Fortnightly,No,4.4,0,🛒 Frequent Shoppers
1964,52,Male,Clothing,30,11,Weekly,No,3.9,0,🛒 Frequent Shoppers
1965,40,Male,Clothing,51,50,Monthly,No,4.6,0,🛒 Frequent Shoppers
1966,67,Male,Clothing,90,25,Quarterly,No,4.9,0,🛒 Frequent Shoppers
1967,67,Male,Outerwear,95,5,Fortnightly,No,3.7,0,🛒 Frequent Shoppers
1968,37,Male,Clothing,81,4,Annually,No,3.7,0,🛒 Frequent Shoppers
1969,67,Male,Clothing,70,25,Weekly,No,4.2,0,🛒 Frequent Shoppers
1970,64,Male,Clothing,32,11,Fortnightly,No,3.5,0,🛒 Frequent Shoppers
1971,28,Male,Accessories,94,4,Bi-Weekly,No,2.9,0,🛒 Frequent Shoppers
1972,54,Male,Accessories,29,1,Monthly,No,3.4,0,🛒 Frequent Shoppers
1973,54,Male,Accessories,31,48,Every 3 Months,No,3.3,0,🛒 Frequent Shoppers
1974,24,Male,Clothing,20,9,Every 3 Months,No,4.5,0,🛒 Frequent Shoppers
1975,27,Male,Accessories,44,2,Fortnightly,No,4.6,0,🛒 Frequent Shoppers
1976,53,Male,Outerwear,77,4,Quarterly,No,2.9,0,🛒 Frequent Shoppers
1977,32,Male,Accessories,51,43,Fortnightly,No,3.2,0,🛒 Frequent Shoppers
1978,24,Male,Footwear,49,32,Annually,No,2.6,0,🛒 Frequent Shoppers
1979,45,Male,Accessories,78,1,Quarterly,No,3.8,0,🛒 Frequent Shoppers
1980,49,Male,Clothing,98,38,Fortnightly,No,2.8,0,🛒 Frequent Shoppers
1981,51,Male,Footwear,94,25,Fortnightly,No,4.4,0,🛒 Frequent Shoppers
1982,69,Male,Footwear,91,42,Quarterly,No,4.7,0,🛒 Frequent Shoppers
1983,41,Male,Accessories,77,32,Monthly,No,2.7,0,🛒 Frequent Shoppers
1984,59,Male,Accessories,97,21,Quarterly,No,2.6,0,🛒 Frequent Shoppers
1985,26,Male,Clothing,58,26,Fortnightly,No,3.4,0,🛒 Frequent Shoppers
1986,23,Male,Accessories,97,6,Fortnightly,No,3.9,0,🛒 Frequent Shoppers
1987,62,Male,Outerwear,48,14,Quarterly,No,3.4,0,🛒 Frequent Shoppers
1988,69,Male,Accessories,23,4,Quarterly,No,3.4,0,🛒 Frequent Shoppers
1989,46,Male,Clothing,79,26,Weekly,No,3.9,0,🛒 Frequent Shoppers
1990,35,Male,Accessories,42,39,Bi-Weekly,No,4.0,0,🛒 Frequent Shoppers
1991,32,Male,Accessories,95,15,Annually,No,3.4,0,🛒 Frequent Shoppers
1992,46,Male,Footwear,29,1,Every 3 Months,No,3.7,0,🛒 Frequent Shoppers
1993,33,Male,Clothing,98,28,Monthly,No,4.9,0,🛒 Frequent Shoppers
1994,32,Male,Clothing,96,17,Weekly,No,5.0,0,🛒 Frequent Shoppers
1995,33,Male,Accessories,66,24,Weekly,No,2.9,0,🛒 Frequent Shoppers
1996,67,Male,Footwear,80,29,Quarterly,No,3.0,0,🛒 Frequent Shoppers
1997,67,Male,Footwear,27,18,Every 3 Months,No,3.3,0,🛒 Frequent Shoppers
1998,42,Male,Accessories,25,10,Bi-Weekly,No,4.7,0,🛒 Frequent Shoppers
1999,20,Male,Clothing,45,19,Quarterly,No,3.4,0,🛒 Frequent Shoppers
2000,39,Male,Clothing,89,26,Monthly,No,4.6,0,🛒 Frequent Shoppers
2001,26,Male,Accessories,27,25,Bi-Weekly,No,3.6,0,🛒 Frequent Shoppers
2002,51,Male,Accessories,90,2,Fortnightly,No,2.6,0,🛒 Frequent Shoppers
2003,31,Male,Clothing,65,19,Every 3 Months,No,2.7,0,🛒 Frequent Shoppers
2004,68,Male,Footwear,72,32,Quarterly,No,3.1,0,🛒 Frequent Shoppers
2005,44,Male,Footwear,70,13,Bi-Weekly,No,3.2,0,🛒 Frequent Shoppers
2006,18,Male,Footwear,82,30,Fortnightly,No,3.4,0,🛒 Frequent Shoppers
2007,58,Male,Accessories,97,2,Annually,No,4.4,0,🛒 Frequent Shoppers
2008,26,Male,Clothing,25,8,Quarterly,No,3.2,0,🛒 Frequent Shoppers
2009,57,Male,Clothing,48,27,Every 3 Months,No,2.5,0,🛒 Frequent Shoppers
2010,37,Male,Footwear,99,26,Bi-Weekly,No,3.8,0,🛒 Frequent Shoppers
2011,24,Male,Clothing,21,3,Bi-Weekly,No,4.4,0,🛒 Frequent Shoppers
2012,57,Male,Footwear,94,4,Monthly,No,3.7,0,🛒 Frequent Shoppers
2013,48,Male,Clothing,53,5,Fortnightly,No,3.2,0,🛒 Frequent Shoppers
2014,39,Male,Accessories,70,25,Quarterly,No,4.9,0,🛒 Frequent Shoppers
2015,51,Male,Clothing,26,47,Bi-Weekly,No,3.9,0,🛒 Frequent Shoppers
2016,57,Male,Accessories,82,8,Fortnightly,No,4.5,0,🛒 Frequent Shoppers
2017,53,Male,Footwear,47,20,Fortnightly,No,3.4,0,🛒 Frequent Shoppers
2018,70,Male,Clothing,32,42,Every 3 Months,No,4.1,0,🛒 Frequent Shoppers
2019,60,Male,Accessories,97,20,Weekly,No,4.5,0,🛒 Frequent Shoppers
2020,31,Male,Clothing,68,23,Fortnightly,No,4.7,0,🛒 Frequent Shoppers
2021,41,Male,Clothing,23,26,Quarterly,No,4.8,0,🛒 Frequent Shoppers
2022,62,Male,Accessories,33,48,Quarterly,No,4.4,0,🛒 Frequent Shoppers
2023,59,Male,Accessories,38,16,Bi-Weekly,No,4.0,0,🛒 Frequent Shoppers
2024,46,Male,Clothing,68,28,Bi-Weekly,No,4.1,0,🛒 Frequent Shoppers
2025,62,Male,Clothing,23,39,Weekly,No,3.7,0,🛒 Frequent Shoppers
2026,42,Male,Clothing,29,43,Fortnightly,No,3.0,0,🛒 Frequent Shoppers
2027,37,Male,Accessories,35,45,Every 3 Months,No,3.6,0,🛒 Frequent Shoppers
2028,50,Male,Footwear,73,50,Every 3 Months,No,4.8,0,🛒 Frequent Shoppers
2029,29,Male,Footwear,84,10,Bi-Weekly,No,3.7,0,🛒 Frequent Shoppers
2030,25,Male,Accessories,23,40,Quarterly,No,4.6,0,🛒 Frequent Shoppers
2031,66,Male,Accessories,67,38,Monthly,No,2.8,0,🛒 Frequent Shoppers
2032,21,Male,Clothing,51,2,Monthly,No,4.0,0,🛒 Frequent Shoppers
2033,46,Male,Clothing,36,13,Annually,No,4.2,0,🛒 Frequent Shoppers
2034,57,Male,Clothing,55,33,Annually,No,3.6,0,🛒 Frequent Shoppers
2035,61,Male,Clothing,30,27,Monthly,No,2.9,0,🛒 Frequent Shoppers
2036,53,Male,Clothing,70,43,Weekly,No,4.1,0,🛒 Frequent Shoppers
2037,37,Male,Clothing,63,46,Weekly,No,3.1,0,🛒 Frequent Shoppers
2038,39,Male,Accessories,87,7,Bi-Weekly,No,4.3,0,🛒 Frequent Shoppers
2039,53,Male,Clothing,70,35,Fortnightly,No,4.4,0,🛒 Frequent Shoppers
2040,35,Male,Clothing,51,31,Bi-Weekly,No,3.1,0,🛒 Frequent Shoppers
2041,69,Male,Accessories,25,42,Quarterly,No,2.9,0,🛒 Frequent Shoppers
2042,66,Male,Outerwear,32,14,Bi-Weekly,No,3.2,0,🛒 Frequent Shoppers
2043,19,Male,Footwear,52,35,Monthly,No,4.0,0,🛒 Frequent Shoppers
2044,47,Male,Accessories,33,49,Weekly,No,2.7,0,🛒 Frequent Shoppers
2045,49,Male,Clothing,68,17,Fortnightly,No,3.0,0,🛒 Frequent Shoppers
2046,31,Male,Accessories,20,26,Quarterly,No,4.4,0,🛒 Frequent Shoppers
2047,39,Male,Clothing,32,30,Every 3 Months,No,2.8,0,🛒 Frequent Shoppers
2048,58,Male,Accessories,82,32,Annually,No,3.1,0,🛒 Frequent Shoppers
2049,45,Male,Footwear,64,35,Quarterly,No,3.9,0,🛒 Frequent Shoppers
2050,68,Male,Footwear,24,15,Annually,No,2.7,0,🛒 Frequent Shoppers
2051,35,Male,Accessories,96,10,Annually,No,3.4,0,🛒 Frequent Shoppers
2052,65,Male,Clothing,94,14,Monthly,No,3.8,0,🛒 Frequent Shoppers
2053,45,Male,Accessories,48,30,Annually,No,3.7,0,🛒 Frequent Shoppers
2054,19,Male,Accessories,60,16,Fortnightly,No,4.5,0,🛒 Frequent Shoppers
2055,65,Male,Clothing,56,14,Annually,No,2.9,0,🛒 Frequent Shoppers
2056,28,Male,Accessories,33,28,Weekly,No,3.4,0,🛒 Frequent Shoppers
2057,55,Male,Accessories,46,29,Monthly,No,4.4,0,🛒 Frequent Shoppers
2058,66,Male,Clothing,37,5,Every 3 Months,No,4.2,0,🛒 Frequent Shoppers
2059,29,Male,Clothing,98,17,Quarterly,No,3.3,0,🛒 Frequent Shoppers
2060,56,Male,Clothing,50,50,Weekly,No,3.7,0,🛒 Frequent Shoppers
2061,21,Male,Accessories,63,23,Quarterly,No,3.2,0,🛒 Frequent Shoppers
2062,32,Male,Clothing,70,22,Annually,No,2.6,0,🛒 Frequent Shoppers
2063,54,Male,Outerwear,63,15,Quarterly,No,2.8,0,🛒 Frequent Shoppers
2064,61,Male,Clothing,86,32,Monthly,No,2.9,0,🛒 Frequent Shoppers
2065,31,Male,Footwear,99,5,Monthly,No,4.0,0,🛒 Frequent Shoppers
2066,27,Male,Footwear,40,6,Bi-Weekly,No,2.9,0,🛒 Frequent Shoppers
2067,64,Male,Footwear,92,44,Fortnightly,No,4.7,0,🛒 Frequent Shoppers
2068,60,Male,Clothing,21,23,Fortnightly,No,3.1,0,🛒 Frequent Shoppers
2069,70,Male,Accessories,81,44,Monthly,No,3.9,0,🛒 Frequent Shoppers
2070,36,Male,Clothing,82,3,Quarterly,No,3.4,0,🛒 Frequent Shoppers
2071,56,Male,Accessories,88,14,Monthly,No,3.1,0,🛒 Frequent Shoppers
2072,69,Male,Outerwear,100,37,Quarterly,No,4.8,0,🛒 Frequent Shoppers
2073,39,Male,Accessories,66,22,Weekly,No,3.9,0,🛒 Frequent Shoppers
2074,38,Male,Accessories,25,2,Every 3 Months,No,3.5,0,🛒 Frequent Shoppers
2075,36,Male,Accessories,53,44,Fortnightly,No,3.1,0,🛒 Frequent Shoppers
2076,46,Male,Clothing,28,49,Monthly,No,4.7,0,🛒 Frequent Shoppers
2077,59,Male,Accessories,23,22,Bi-Weekly,No,4.6,0,🛒 Frequent Shoppers
2078,64,Male,Accessories,34,26,Annually,No,3.3,0,🛒 Frequent Shoppers
2079,49,Male,Clothing,42,40,Weekly,No,3.2,0,🛒 Frequent Shoppers
2080,32,Male,Clothing,24,16,Quarterly,No,3.1,0,🛒 Frequent Shoppers
2081,29,Male,Accessories,47,17,Bi-Weekly,No,3.5,0,🛒 Frequent Shoppers
2082,24,Male,Outerwear,78,48,Bi-Weekly,No,4.3,0,🛒 Frequent Shoppers
2083,41,Male,Clothing,89,28,Every 3 Months,No,2.9,0,🛒 Frequent Shoppers
2084,41,Male,Accessories,59,26,Fortnightly,No,2.7,0,🛒 Frequent Shoppers
2085,32,Male,Clothing,94,43,Quarterly,No,4.0,0,🛒 Frequent Shoppers
2086,69,Male,Clothing,49,38,Weekly,No,4.6,0,🛒 Frequent Shoppers
2087,65,Male,Clothing,89,36,Every 3 Months,No,4.7,0,🛒 Frequent Shoppers
2088,54,Male,Accessories,91,1,Weekly,No,4.7,0,🛒 Frequent Shoppers
2089,39,Male,Footwear,89,49,Annually,No,4.0,0,🛒 Frequent Shoppers
2090,37,Male,Outerwear,57,41,Every 3 Months,No,3.6,0,🛒 Frequent Shoppers
2091,51,Male,Clothing,71,21,Monthly,No,3.4,0,🛒 Frequent Shoppers
2092,26,Male,Clothing,97,24,Quarterly,No,3.0,0,🛒 Frequent Shoppers
2093,42,Male,Footwear,45,27,Weekly,No,2.6,0,🛒 Frequent Shoppers
2094,21,Male,Clothing,91,4,Annually,No,4.2,0,🛒 Frequent Shoppers
2095,53,Male,Clothing,25,19,Annually,No,3.4,0,🛒 Frequent Shoppers
2096,36,Male,Clothing,63,1,Fortnightly,No,4.0,0,🛒 Frequent Shoppers
2097,21,Male,Clothing,52,27,Annually,No,4.7,0,🛒 Frequent Shoppers
2098,33,Male,Footwear,43,5,Weekly,No,3.9,0,🛒 Frequent Shoppers
2099,49,Male,Clothing,28,20,Quarterly,No,3.3,0,🛒 Frequent Shoppers
2100,31,Male,Clothing,78,50,Annually,No,2.9,0,🛒 Frequent Shoppers
2101,68,Male,Clothing,31,36,Fortnightly,No,4.4,0,🛒 Frequent Shoppers
2102,49,Male,Clothing,23,12,Bi-Weekly,No,3.6,0,🛒 Frequent Shoppers
2103,23,Male,Accessories,25,23,Monthly,No,4.5,0,🛒 Frequent Shoppers
2104,30,Male,Clothing,86,21,Weekly,No,3.7,0,🛒 Frequent Shoppers
2105,53,Male,Footwear,88,47,Weekly,No,2.8,0,🛒 Frequent Shoppers
2106,65,Male,Accessories,35,38,Bi-Weekly,No,4.5,0,🛒 Frequent Shoppers
2107,60,Male,Accessories,34,40,Every 3 Months,No,4.4,0,🛒 Frequent Shoppers
2108,46,Male,Clothing,75,35,Quarterly,No,3.3,0,🛒 Frequent Shoppers
2109,54,Male,Clothing,46,4,Quarterly,No,4.2,0,🛒 Frequent Shoppers
2110,59,Male,Accessories,31,28,Every 3 Months,No,2.7,0,🛒 Frequent Shoppers
2111,52,Male,Clothing,93,36,Every 3 Months,No,3.9,0,🛒 Frequent Shoppers
2112,41,Male,Accessories,85,15,Annually,No,2.6,0,🛒 Frequent Shoppers
2113,43,Male,Accessories,68,7,Fortnightly,No,4.5,0,🛒 Frequent Shoppers
2114,63,Male,Clothing,40,29,Every 3 Months,No,2.7,0,🛒 Frequent Shoppers
2115,37,Male,Clothing,51,12,Annually,No,2.9,0,🛒 Frequent Shoppers
2116,44,Male,Accessories,85,16,Bi-Weekly,No,3.4,0,🛒 Frequent Shoppers
2117,67,Male,Outerwear,23,50,Bi-Weekly,No,2.9,0,🛒 Frequent Shoppers
2118,27,Male,Clothing,28,11,Annually,No,3.8,0,🛒 Frequent Shoppers
2119,60,Male,Clothing,44,28,Quarterly,No,4.2,0,🛒 Frequent Shoppers
2120,58,Male,Accessories,57,36,Bi-Weekly,No,3.5,0,🛒 Frequent Shoppers
2121,53,Male,Accessories,98,38,Quarterly,No,3.1,0,🛒 Frequent Shoppers
2122,43,Male,Accessories,68,32,Monthly,No,3.5,0,🛒 Frequent Shoppers
2123,32,Male,Outerwear,36,42,Weekly,No,4.0,0,🛒 Frequent Shoppers
2124,54,Male,Outerwear,71,22,Bi-Weekly,No,3.7,0,🛒 Frequent Shoppers
2125,47,Male,Clothing,60,22,Quarterly,No,4.2,0,🛒 Frequent Shoppers
2126,57,Male,Outerwear,87,31,Quarterly,No,4.8,0,🛒 Frequent Shoppers
2127,63,Male,Footwear,38,28,Monthly,No,4.1,0,🛒 Frequent Shoppers
2128,70,Male,Footwear,45,40,Weekly,No,4.5,0,🛒 Frequent Shoppers
2129,62,Male,Outerwear,47,21,Weekly,No,2.7,0,🛒 Frequent Shoppers
2130,40,Male,Clothing,57,12,Every 3 Months,No,2.8,0,🛒 Frequent Shoppers
2131,25,Male,Accessories,68,33,Annually,No,3.7,0,🛒 Frequent Shoppers
2132,19,Male,Clothing,52,9,Fortnightly,No,3.6,0,🛒 Frequent Shoppers
2133,25,Male,Clothing,87,15,Weekly,No,4.7,0,🛒 Frequent Shoppers
2134,21,Male,Accessories,34,13,Annually,No,3.8,0,🛒 Frequent Shoppers
2135,55,Male,Footwear,41,35,Fortnightly,No,2.9,0,🛒 Frequent Shoppers
2136,34,Male,Accessories,94,1,Every 3 Months,No,4.6,0,🛒 Frequent Shoppers
2137,47,Male,Accessories,93,25,Fortnightly,No,2.8,0,🛒 Frequent Shoppers
2138,27,Male,Clothing,51,20,Every 3 Months,No,4.6,0,🛒 Frequent Shoppers
2139,67,Male,Clothing,42,36,Quarterly,No,2.8,0,🛒 Frequent Shoppers
2140,40,Male,Footwear,95,33,Weekly,No,3.0,0,🛒 Frequent Shoppers
2141,53,Male,Accessories,90,36,Fortnightly,No,3.7,0,🛒 Frequent Shoppers
2142,24,Male,Clothing,98,32,Annually,No,4.1,0,🛒 Frequent Shoppers
2143,47,Male,Accessories,39,21,Quarterly,No,4.3,0,🛒 Frequent Shoppers
2144,53,Male,Footwear,66,48,Bi-Weekly,No,3.8,0,🛒 Frequent Shoppers
2145,47,Male,Footwear,23,25,Quarterly,No,3.7,0,🛒 Frequent Shoppers
2146,38,Male,Clothing,73,32,Annually,No,4.8,0,🛒 Frequent Shoppers
2147,48,Male,Accessories,23,45,Every 3 Months,No,4.6,0,🛒 Frequent Shoppers
2148,47,Male,Clothing,43,4,Fortnightly,No,4.8,0,🛒 Frequent Shoppers
2149,19,Male,Clothing,45,19,Bi-Weekly,No,4.6,0,🛒 Frequent Shoppers
2150,38,Male,Footwear,21,1,Weekly,No,4.0,0,🛒 Frequent Shoppers
2151,57,Male,Clothing,40,12,Weekly,No,2.6,0,🛒 Frequent Shoppers
2152,70,Male,Clothing,58,18,Monthly,No,2.6,0,🛒 Frequent Shoppers
2153,38,Male,Clothing,48,43,Bi-Weekly,No,4.5,0,🛒 Frequent Shoppers
2154,35,Male,Clothing,94,31,Annually,No,4.2,0,🛒 Frequent Shoppers
2155,46,Male,Accessories,74,33,Every 3 Months,No,3.4,0,🛒 Frequent Shoppers
2156,32,Male,Accessories,51,46,Monthly,No,3.7,0,🛒 Frequent Shoppers
2157,38,Male,Clothing,83,41,Bi-Weekly,No,3.6,0,🛒 Frequent Shoppers
2158,41,Male,Accessories,68,41,Fortnightly,No,4.0,0,🛒 Frequent Shoppers
2159,19,Male,Accessories,84,9,Fortnightly,No,4.6,0,🛒 Frequent Shoppers
2160,18,Male,Clothing,58,34,Annually,No,3.0,0,🛒 Frequent Shoppers
2161,45,Male,Clothing,92,21,Annually,No,3.3,0,🛒 Frequent Shoppers
2162,23,Male,Clothing,69,5,Fortnightly,No,3.8,0,🛒 Frequent Shoppers
2163,60,Male,Clothing,48,32,Weekly,No,2.7,0,🛒 Frequent Shoppers
2164,52,Male,Footwear,60,44,Monthly,No,4.5,0,🛒 Frequent Shoppers
2165,42,Male,Footwear,20,46,Bi-Weekly,No,4.8,0,🛒 Frequent Shoppers
2166,29,Male,Clothing,55,42,Every 3 Months,No,4.2,0,🛒 Frequent Shoppers
2167,31,Male,Outerwear,88,50,Bi-Weekly,No,3.5,0,🛒 Frequent Shoppers
2168,30,Male,Clothing,48,33,Fortnightly,No,4.9,0,🛒 Frequent Shoppers
2169,23,Male,Accessories,74,32,Quarterly,No,4.1,0,🛒 Frequent Shoppers
2170,31,Male,Outerwear,42,32,Bi-Weekly,No,2.9,0,🛒 Frequent Shoppers
2171,40,Male,Clothing,32,37,Every 3 Months,No,4.0,0,🛒 Frequent Shoppers
2172,39,Male,Clothing,98,9,Fortnightly,No,4.6,0,🛒 Frequent Shoppers
2173,28,Male,Clothing,89,6,Fortnightly,No,2.8,0,🛒 Frequent Shoppers
2174,23,Male,Accessories,97,36,Quarterly,No,5.0,0,🛒 Frequent Shoppers
2175,42,Male,Accessories,49,1,Annually,No,2.9,0,🛒 Frequent Shoppers
2176,68,Male,Clothing,50,48,Fortnightly,No,3.3,0,🛒 Frequent Shoppers
2177,24,Male,Accessories,91,44,Quarterly,No,3.4,0,🛒 Frequent Shoppers
2178,24,Male,Accessories,93,9,Bi-Weekly,No,3.0,0,🛒 Frequent Shoppers
2179,21,Male,Accessories,98,32,Annually,No,4.7,0,🛒 Frequent Shoppers
2180,49,Male,Clothing,82,14,Monthly,No,2.9,0,🛒 Frequent Shoppers
2181,41,Male,Outerwear,37,43,Quarterly,No,4.1,0,🛒 Frequent Shoppers
2182,22,Male,Accessories,63,32,Bi-Weekly,No,3.2,0,🛒 Frequent Shoppers
2183,42,Male,Clothing,99,26,Bi-Weekly,No,2.7,0,🛒 Frequent Shoppers
2184,30,Male,Clothing,37,2,Monthly,No,4.7,0,🛒 Frequent Shoppers
2185,38,Male,Footwear,34,16,Every 3 Months,No,3.2,0,🛒 Frequent Shoppers
2186,40,Male,Clothing,32,50,Every 3 Months,No,2.5,0,🛒 Frequent Shoppers
2187,55,Male,Footwear,23,6,Every 3 Months,No,4.3,0,🛒 Frequent Shoppers
2188,37,Male,Clothing,78,20,Annually,No,4.4,0,🛒 Frequent Shoppers
2189,41,Male,Outerwear,54,9,Weekly,No,4.7,0,🛒 Frequent Shoppers
2190,38,Male,Clothing,94,47,Bi-Weekly,No,4.0,0,🛒 Frequent Shoppers
2191,42,Male,Accessories,75,33,Annually,No,4.6,0,🛒 Frequent Shoppers
2192,26,Male,Clothing,69,46,Bi-Weekly,No,3.8,0,🛒 Frequent Shoppers
2193,41,Male,Accessories,35,9,Monthly,No,3.2,0,🛒 Frequent Shoppers
2194,27,Male,Clothing,78,8,Monthly,No,5.0,0,🛒 Frequent Shoppers
2195,61,Male,Clothing,29,48,Quarterly,No,3.5,0,🛒 Frequent Shoppers
2196,58,Male,Clothing,62,2,Monthly,No,3.7,0,🛒 Frequent Shoppers
2197,25,Male,Clothing,58,31,Weekly,No,4.8,0,🛒 Frequent Shoppers
2198,33,Male,Footwear,88,40,Monthly,No,3.7,0,🛒 Frequent Shoppers
2199,57,Male,Accessories,80,35,Monthly,No,3.5,0,🛒 Frequent Shoppers
2200,39,Male,Accessories,47,40,Monthly,No,4.9,0,🛒 Frequent Shoppers
2201,60,Male,Accessories,51,27,Every 3 Months,No,4.7,0,🛒 Frequent Shoppers
2202,39,Male,Clothing,25,10,Annually,No,4.9,0,🛒 Frequent Shoppers
2203,42,Male,Clothing,36,23,Weekly,No,4.3,0,🛒 Frequent Shoppers
2204,53,Male,Clothing,79,32,Quarterly,No,3.1,0,🛒 Frequent Shoppers
2205,20,Male,Clothing,41,6,Monthly,No,3.4,0,🛒 Frequent Shoppers
2206,46,Male,Clothing,68,27,Weekly,No,2.7,0,🛒 Frequent Shoppers
2207,46,Male,Footwear,51,25,Fortnightly,No,2.6,0,🛒 Frequent Shoppers
2208,69,Male,Accessories,38,11,Annually,No,2.9,0,🛒 Frequent Shoppers
2209,28,Male,Accessories,46,23,Monthly,No,2.7,0,🛒 Frequent Shoppers
2210,42,Male,Footwear,20,44,Quarterly,No,4.5,0,🛒 Frequent Shoppers
2211,30,Male,Accessories,25,35,Fortnightly,No,3.1,0,🛒 Frequent Shoppers
2212,50,Male,Clothing,89,45,Every 3 Months,No,3.2,0,🛒 Frequent Shoppers
2213,59,Male,Clothing,77,22,Quarterly,No,3.3,0,🛒 Frequent Shoppers
2214,54,Male,Accessories,94,18,Quarterly,No,2.9,0,🛒 Frequent Shoppers
2215,50,Male,Accessories,100,20,Weekly,No,4.1,0,🛒 Frequent Shoppers
2216,25,Male,Footwear,96,28,Fortnightly,No,2.7,0,🛒 Frequent Shoppers
2217,41,Male,Clothing,36,15,Bi-Weekly,No,4.0,0,🛒 Frequent Shoppers
2218,35,Male,Accessories,27,42,Fortnightly,No,2.6,0,🛒 Frequent Shoppers
2219,67,Male,Accessories,67,20,Quarterly,No,3.5,0,🛒 Frequent Shoppers
2220,33,Male,Clothing,91,16,Fortnightly,No,2.8,0,🛒 Frequent Shoppers
2221,19,Male,Accessories,62,47,Annually,No,4.5,0,🛒 Frequent Shoppers
2222,25,Male,Clothing,88,34,Annually,No,3.0,0,🛒 Frequent Shoppers
2223,32,Male,Clothing,66,30,Weekly,No,4.4,0,🛒 Frequent Shoppers
2224,30,Male,Footwear,65,5,Quarterly,No,4.7,0,🛒 Frequent Shoppers
2225,18,Male,Accessories,25,38,Quarterly,No,4.3,0,🛒 Frequent Shoppers
